Var1	Freq
cancer of reproductive tissues	1
cancer therapy	1
cancer treatment	1
cancers	1
cannabis	1
carbamazepin	1
carbidopa	1
carbonic anhydrase inhibitors	1
carcinoma in situ	1
carcinoma in situ of the cervix	1
cardiac abnormalities	1
cardiac conduction abnormalities	1
cardiac dysfunction	1
cardiac enzyme elevation	1
cardiac failure	1
cardiac pace maker	1
cardiac problems	1
cardiac status	1
cardiac, hepatic or renal impairment	1
cardiac, pulmonary, renal, hepatic, endocrine, hematologic or active malignancy	1
cardiac, pulmonary, renal, hepatic, endocrine, or other systemic disease	1
cardiac, respiratory, gastrointestinal, renal disease	1
cardiac, vascular, pulmonary, gastrointestinal, endocrine, neurologic, hematologic, rheumatologic, psychiatric or metabolic disturbances	1
cardiac, vascular, pulmonary, gastrointestinal, endocrine, neurologic, hematologic, rheumatologic, psychiatric, dermatological ( at the puncture site ) or metabolic disturbances	1
cardiomyopathy	1
cardiopathy	1
cardiopulmonary disease	1
cardiovascular diseases	1
cardiovascular events	1
cardiovascular illnesses	1
cardiovascular or cerebrovascular disease	1
cardiovascular, gastro-intestinal, hepatic or renal disease	1
cardiovascular, hepatic, renal, gastroenterologic, respiratory, endocrinologic, neurologic, psychiatric, immunologic or hematologic disease	1
cardiovascular, hepatic, renal, respiratory, endocrine, neurological or hematological disease	1
cardiovascular, hepatic, renal, respiratory, gastrointestinal ( gi ), endocrine, immunologic, dermatologic, hematologic, neurologic or psychiatric disease	1
cardiovascular, hepatic, renal, respiratory, gastrointestinal, endocrine, immunologic, dermatologic, hematologic, neurologic or psychiatric disease	1
cardiovascular, respiratory, renal, hematological, endocrinological, neurological or other somatic disease	1
cardioversion	1
carotid revascularization	1
carotid surgery	1
carrying an apoe 4 allele	1
carvedilol	1
carvediol	1
cat scan	1
category fluency ( animals )	1
cbc	1
cdr ( clinical dementia rating ) score	1
central nervous system ( cns ) lymphoma	1
central nervous system diseases	1
central nervous system imaging	1
central nervous system tumor	1
cerad behavioral rating scale	1
cerebral abscesses	1
cerebral amyloid angiopathy	1
cerebral arteriovenous malformation	1
cerebral chemotherapy	1
cerebral circulation/metabolism	1
cerebral contusion encephalomalacia	1
cerebral damage	1
cerebral hypoperfusion	1
cerebral infection	1
cerebral mass	1
cerebral substance defect	1
cerebral vascular event	1
cerebrospinal fluid	1
cerebrospinal fluid ( csf ) amyloid ( a )-beta 1 - 42 levels	1
cerebrospinal fluid (csf) biomarker	1
cerebrospinal fluid examination	1
cerebrospinal fluid profile	1
cerebrovascular clip	1
cerebrovascular condition	1
cerebrovascular disease ( cvd )	1
cerebrovascular diseases	1
cerefolin nac	1
charbroiled meats	1
chemistry	1
chemotherapeutic agents	1
chest pain of unclear etiology	1
chewing tobacco	1
chief complaint	1
child-bearing age	1
childs-pugh classes	1
chinolone	1
chloral hydrate	1
cholecystectomy	1
cholesterol	1
cholesterol lowering medication	1
choline agonists	1
cholinergic compounds	1
cholinergic treatment	1
cholinesterase drug	1
cholinesterase-inhibitors	1
chronic disease	1
chronic diseases	1
chronic heart failure	1
chronic inflammatory bowel disease	1
chronic inflammatory diseases	1
chronic intracranial hypertension	1
chronic kidney disease	1
chronic pain	1
chronic renal failure	1
cimetidine	1
ck	1
clcr	1
clinical chemistry	1
clinical chemistry panel	1
clinical cvd	1
clinical dementia rating ( cdr	1
clinical dementia rating ( cdr ) scale	1
clinical dementia rating ( cdr ) scores	1
clinical dementia rating ( global cdr )	1
clinical dementia rating scale ( cdr ) score	1
clinical dementia rating scale- japanese version ( cdr-j ) score	1
clinical dementia rating scale- japanese version (cdr-j) score	1
clinical dementia ratings scale ( cdr )	1
clinical disorder	1
clinical examination	1
clinical instability	1
clinical lab tests	1
clinical laboratory assessment	1
clinical laboratory test results	1
clinical mri	1
clinical peripheral artery disease	1
clinical symptomatic orthostatic hypotension	1
clinical test(s)	1
clinical trial drugs	1
clinical-anamnestic	1
clip	1
clonazepam	1
clopidogrel	1
clotting disorder	1
cns active agents	1
cns active meds	1
cns disease	1
cns tumor	1
cns vasculitis	1
coagulation disorders	1
coagulation indices	1
cockcroft-gault-formula	1
cod liver oil	1
coffee	1
cognitive / neuropsychological testing	1
cognitive abilities	1
cognitive and functional decline	1
cognitive and motor impairment	1
cognitive assessment	1
cognitive change index score	1
cognitive complaint	1
cognitive complaints	1
cognitive difficulties	1
cognitive enhancer	1
cognitive enhancers	1
cognitive functions	1
cognitive global rating	1
cognitive impairment and decline	1
cognitive impairments	1
cognitive or memory impairment	1
cognitive or neurological deficits	1
cognitive rehabilitation	1
cognitive test	1
cognitive test scores	1
cognitive testing	1
cognitive therapy	1
cognitive-enhancing drugs	1
cognitively and neurologically health	1
cognitively impaired	1
collard greens	1
colombia-suicide severity rating scale	1
color-blindness	1
columbia university scale for psychopathology in alzheimer's disease ( cuspad )	1
commercial memantine	1
communication functional ratings - swallowing domain	1
complaint of memory loss	1
complete blood count ( cbc )	1
complete blood count [cbc]	1
complications	1
components of the vaccine	1
computed tomography [ct]	1
computed tomography ct	1
computerized axial tomographic scan	1
conceptual disorganization	1
concomitant disorder	1
concomitant illness	1
conduction defect abnormalities	1
conduction disorders	1
confluent hemispheric deep white matter lesions	1
confluent microvascular disease	1
confusion	1
congenital long q-t syndrome	1
cons-indications	1
contra-indicated	1
contraception	1
contraceptive method(s)	1
contraindicating	1
contrast agent gadovist	1
contributing factor to dementia	1
controlled word association ( cfl ) category naming	1
contusion	1
convulsion	1
cornell	1
cornell scale for depression in dementia (csdd) scores	1
coronary artery bypass graft	1
coronary artery stent	1
coronary bypass surgery	1
coronary syndrome	1
corrected near visual acuity of snellen	1
corrected qt (qtc) interval	1
coumarin-derived anti-coagulants	1
cranial aneurysm	1
cranial arteritis	1
craniocerebral injury	1
craniocerebral trauma	1
creatinin-clearance	1
creatinine level	1
creutzfeldt-jakob dementia	1
creutzfeldt-jakob disease	1
creutzfeldt-jakob disease ( cjd )	1
criteria of dsm-iv, nincds-adrda	1
critical limb ischemia	1
crp	1
csf a beta 42	1
csf a-42 levels	1
csf levels of ab, p-tau	1
csf results	1
ct/mri	1
cup/disc asymmetry	1
cup/disc ratio	1
cupping	1
cutaneous or soft tissue infection	1
cvd diseases	1
cx516	1
cy	1
cyclosporin	1
cyp 450 3a4	1
cyp2c19 inhibitors	1
cyp2c8	1
cyp2c9 inducers	1
cyp3a4 inhibitors	1
cyp3a4 strong inhibitors	1
cytochrom p450 3a4 -inhibitors or -inductors	1
cytochrom p450-isoenzym 2d6	1
cytochrome cyp3a4 enzymes	1
cytotoxic drug therapy	1
cytotoxic t cell	1
dad	1
deaf	1
deep brain stimulators	1
deep vein thrombosis	1
deficits in hearing	1
deficits of the episodic memory	1
dehydration	1
delayed paragraph recall z-scores	1
delayed recall on verbal learning test	1
delusional disorder	1
dementia arising from other diseases	1
dementia associated with parkinson's disease	1
dementia due to non-alzheimer's etiology	1
dementia in other specified diseases	1
dementia not of the alzheimer's type	1
dementia of alzheimers type	1
dementia of other cause	1
dementing illness	1
demyelinated disease	1
dense cataracts	1
dependence	1
depression drugs	1
depression rating scale( s )	1
depression score	1
depressive episode resistant	1
depressive syndrome	1
desvenlafaxine	1
detached retinas	1
deterioration	1
developmental delay	1
developmental syndromes	1
deviations from normal	1
devic's disease	1
device	1
dexa measures	1
dexa scan	1
dexedrine	1
dextroamphetamine sulphate	1
dha	1
diabetic retinopathy	1
diagnosis	1
diagnosis and statistical manual of mental disorders ( dsm-iv-tr )	1
diagnostic and statistical manual of mental diseases, 4th edition ( dsm-iv )	1
diagnostic and statistical manual of mental disorders	1
diagnostic and statistical manual of mental disorders - substance related disorders ( dsm-iv ) criteria	1
diagnostic and statistical manual of mental disorders ( dsm )	1
diagnostic and statistical manual of mental disorders, 4th edition ( dsm-iv ) criteria	1
diagnostic and statistical manual of mental disorders, 4th edition, text revised ( dsm iv tr ) criteria	1
diagnostic and statistical manual-iv ( dsm-iv ) criteria	1
diazepam	1
digital 12 -lead ecg readings	1
dilantin	1
diltiazem	1
dimebon	1
direct bilirubin	1
disc hemorrhage	1
discontinue	1
disease modifier	1
disease states	1
disruptive agitated behaviors	1
distressing psychotic symptoms	1
diuretics	1
dnri	1
docsahexanoic acid	1
donated	1
donation of blood	1
donation or loss	1
donepezil medication	1
dopamine agonist	1
dopaminergic agents	1
dopaminergic antagonists	1
dosages	1
dose/administration	1
down's syndrome	1
doxycycline	1
drinking	1
drug (including alcohol) abuse	1
drug absorption	1
drug absorption distribution	1
drug abuse and dependency	1
drug addiction	1
drug dependence or abuse	1
drug or alcohol dependency or abuse	1
drug/alcohol dependence or abuse	1
drugs with cholinergic properties	1
drugs with significant anticholinergic or antihistaminic properties	1
dsm	1
dsm iv and nincds-adrda criteria	1
dsm iv-r criteria	1
dsm iv-tr	1
dsm-iv 290.0	1
dsm-iv and nincds/adrda, dubois-criteria 2007	1
dsm-iv and ninds criteria	1
dsm-iv axis i disorder	1
dsm-iv text revision ( tr ) criteria	1
dsm-iv-r and nincds-adrda criteria	1
dsm-iv15	1
dsm-v	1
dsmiv criteria	1
dual-energy x-ray absorpometry ( dexa ) scan	1
dubois criteria	1
dyslipidaemia	1
dyslipidemia	1
dyspnea	1
early mild cognitive impairment ( emci )	1
ebs score	1
ecg abnormality	1
ecg examination	1
ecg heart rate	1
ecg tests	1
echocardiogram	1
echocardiography	1
ecstasy	1
ect treatment	1
eeg	1
eeg examination	1
egfr	1
eicosapentanoic acid	1
ejection fraction	1
ekg leads	1
elderberry products	1
elective surgery	1
electrical device	1
electrocardiogram ( ekg )	1
electrocardiogram (ecg)	1
electrocardiograms ( ecgs )	1
electroconvulsive therapy	1
electroconvulsive therapy ( ect )	1
electroconvulsive therapy treatment	1
electroencephalogram	1
elements of sunphenon egcg	1
embedded metal fragments	1
emotional problems	1
encephalitides	1
endocrine, gastrointestinal, cardiovascular, hematological, hepatic, immunological, renal, respiratory, genitourinary or major neurological abnormalities or diseases	1
endovascular neurosurgery	1
endovascular stent	1
enzyme	1
epa + dha	1
epileptic seizures	1
erythema multiforme major	1
escitalopram	1
essential hypertension	1
estimated glomular filtration rate egfr	1
estimated verbal intelligence	1
etiologic cause	1
etiology	1
evaluation	1
event	1
exaggerated pharmacological sensitivity or hypersensitivity	1
excluded antidiabetic medication	1
exclusionary medications	1
exelon patch	1
exercise contraindications	1
exfoliative dermatitis	1
experimental drugs	1
experimental immunotherapeutics	1
experimental medications	1
experimental treatment	1
extensive periventricular white matter disease	1
extensive radiological examination	1
extra pyramidal signs	1
extraaxial macroscopic large vessel ischemic stroke	1
extrapyramidal symptoms	1
eye surgery	1
eyedrops	1
f- 18	1
factor v leiden	1
factor xa inhibitors	1
falls	1
familial autosomal-dominant inherited ad	1
family history	1
fasting blood glucose	1
fasting glucose levels	1
fasting plasma glucose level	1
fasting triglycerides	1
father children	1
fazeka scale	1
fazekas	1
fbb pet scan	1
fda approved medications	1
fda-approved alzheimer's treatments	1
fdg-pet	1
fdg-pet imaging	1
febrile illness	1
females	1
ferromagnetic implants	1
ferromagnetic metal foreign bodies	1
ferrous ( magnetic ) or electronic implants	1
fertile	1
fev1	1
fev1/fvc	1
fibromyalgia	1
findings	1
fish intake	1
fish oil	1
fish oil capsules	1
flecinid	1
florbetapir positron emission tomography ( pet ) scan	1
flutemetamol ( 18f ) injection formulation	1
focal	1
focal brain lesions	1
focal changes	1
focal lesion	1
focal neurological deficit	1
focal or vascular intracranial pathology	1
focal structural lesion	1
focal structural loss of brain matter	1
folate	1
folate, vitamin b 12 and other b complex deficiencies	1
folate, vitamin b12 or other b complex deficiencies	1
folic acid	1
follicle stimulating hormone [fsh] level	1
follow-up labs	1
folstein mini-mental state exam score	1
folstein mini-mental status examination total score	1
folstein mmse	1
food additives	1
formoterol	1
fracture	1
fractures	1
free and cued selective reminding test	1
free recall	1
freedom from disease	1
frontal lobe dementia	1
frontal systems behavior scale	1
fronto-temporal dementia ( ftd )	1
fsh	1
fsh levels	1
ft4 levels	1
fta-abs	1
functional assessment staging ( fast )	1
functional disability	1
functional disorders	1
functional impairment	1
functional status impairment	1
functioning in personal care	1
fundoscopy	1
fungal infection	1
furazolidone	1
furosemide	1
gait disorder	1
galantamin	1
galanthamine	1
gastrocrom	1
gastrointestinal bleeding or perforation	1
gastrointestinal disorders	1
gastrointestinal ulceration	1
gds- 15	1
gene transfer products	1
general anesthesia	1
general cognition	1
general disease	1
general medical and neurological examination	1
general physical and mental health	1
generalized lesions	1
generally healthy	1
geriatric depression scale - 15	1
geriatric depression scale-short form	1
gi bleeding	1
gi-disorders	1
gilbert's syndrome	1
gingko-	1
ginko-biloba	1
ginseng	1
glacial acetic acid	1
glitinide	1
global	1
global clinical dementia rating ( cdr ) scale score	1
global cognitive function	1
global depressive scale	1
glomerular filtration rate	1
glucose- 6 -phosphate deficiency	1
glucose-6-phosphate dehydrogenase deficiency	1
glycaemia value	1
glycoslated hb ( a1c )	1
glycosylated (or glycated) hemoglobin (hba1c)	1
goldmann tonometry	1
grapefruit containing products	1
grapefruit juice	1
grapefruit-containing products	1
gsk239512	1
guanethidine	1
guanfacine	1
gum	1
h2 -blockers	1
hachinski	1
hachinski ischemia score	1
hachinski ischemic index	1
hads	1
haemoglobinopathies	1
haemorrhage	1
haloperidol	1
ham-d ( hamilton, 1960 ) score	1
hamilton anxiety scale	1
hamilton depression rating scale	1
hamilton depression rating scale ( hdrs )	1
hamilton depression scale	1
hamilton depression scale ( 17 -item version ) ( hamd )	1
hamilton depression scale ( 17 -item version ) ( hamd ) score	1
hamilton psychiatric rating scale	1
hc	1
hcy score	1
head mri	1
head trauma with disturbance of consciousness	1
headaches	1
hearing	1
hearing impairment	1
heart	1
heart block	1
heart diseases	1
heart failure new york heart association ( nyha )	1
heart pacemaker	1
heart surgery	1
heart/liver/renal failure	1
height	1
hematocrit	1
hematologic, hepatic, cardiovascular	1
hematologic, hepatic, cardiovascular, pulmonary, gastrointestinal, endocrine, metabolic, renal or other systemic disease	1
hematologic/oncologic disorders	1
hematological abnormality	1
hematological disease	1
hematological or solid tumor	1
hematological, renal, endocrine, pulmonary, gastrointestinal, cardiovascular, hepatic, psychiatric, neurological or allergic disease	1
hemodialysis	1
hemodynamically significant coronary artery disease	1
hemoglobin (hgb)	1
hemorrhagic stroke	1
hepatic disease	1
hepatic disorders	1
hepatic dysfunction	1
hepatic impairment	1
hepatic or renal disease	1
hepatic or renal insufficiency	1
hepatic, cardiovascular, gastrointestinal or hematological illness	1
hepatic, renal or respiratory insufficiency	1
hepatic, renal, lung, endocrinal or metabolic disease	1
hepatic, renal, pulmonary, metabolic or endocrine disease	1
hepatic/renal disorders	1
hepatitis b surface antigen ( hbsag )	1
hepatitis b surface antigen (hbsag)	1
hepatitis b virus	1
hepatitis b, c	1
hepatitis b, hepatitis c or hiv infection	1
hepatitis c antibodies	1
hepatitis c antibody tests	1
hepatitis c virus	1
hepatitis c virus ( hcv ) antibodies	1
hepatitis c virus (hcv) antibody	1
hepatotoxic drugs	1
hepatotoxic medication	1
herbal medication	1
herbal products	1
herbal remedies	1
herbal/dietary supplements	1
herpes zoster	1
high cognitive performance	1
hip replacement	1
hip/pelvic fracture	1
hiv dementia	1
hiv disease	1
hiv infection	1
hiv infection ( human immunodeficiency virus )	1
hiv test	1
hiv-1	1
hiv-2	1
honeysuckle	1
hormonal replacement therapy	1
hormone dependent neoplasia	1
hormone replacement therapy	1
hormone replacement therapy ( hrt )	1
horton's disease	1
hospital anxiety and depression scale	1
hospitalization	1
hrt treatment	1
human albumin	1
human blood	1
human immunodeficiency virus	1
human immunodeficiency virus ( hiv ) antibodies	1
human immunodeficiency virus ( hiv ) antigen/antibody	1
human immunodeficiency virus (hiv) type 1/2 antibody	1
human immunoglobulins	1
huntington s disease	1
huperzine a	1
hydergine	1
hydrochlorothiazide	1
hyper or hypotension	1
hypercalcemia	1
hypercholesterolemia	1
hypercoagulability	1
hypertension ( htn )	1
hypertensive agents	1
hypertensive, cardiac, pulmonary, vascular, metabolic or hematologic conditions	1
hyperthyroidism	1
hypertriglyceridemia	1
hypnotic or anxiolytic drug	1
hypoalbuminaemia	1
hypopigmentation conditions	1
hypovolemia	1
icd	1
identical agents	1
iga deficiency	1
illicit drug	1
illnesses	1
imaging	1
imaging results	1
imaging study	1
imidazole antifungal agents	1
imipramine	1
immediate confusion after the injury	1
immune abnormalities	1
immune disorder	1
immunization	1
immunodeficiency	1
immunodeficiency disorders	1
immunoglobulin	1
immunoglobulin ( ig ) igg, iga or igm levels	1
immunoglobulin a ( iga ) deficiency	1
immunoglobulin a (iga) deficiency	1
immunologic, hepatic or endocrine disease	1
immunological disorder	1
immunomodulatory therapies	1
immunomodulatory treatment	1
immunosuppressive	1
immunosuppressive or immunomodulatory therapy	1
immunotherapy	1
impaired liver- or kidney function	1
impairment of daily life activities	1
implanted brain stimulators	1
implanted cardiac pacemaker	1
implanted electronic devices	1
implanted electronic medical	1
implanted ferromagnetic material or devices	1
implanted medication pumps	1
implanted metal	1
implanted metal device	1
implanted metal objects	1
inability	1
inadequate hepatic, renal or thyroid function	1
incipient dementia	1
infarcts	1
infections	1
infectious or inflammatory brain disease	1
infectious, degenerative or inflammatory/demyelinating cns conditions	1
inflammation	1
inflammatory bowel disease	1
inflammatory conditions	1
inflammatory neuropathies	1
inflammatory or infectious conditions	1
infusion	1
ingredients	1
inhaled protein products	1
injuries secondary to chronic trauma	1
inr	1
insanities of type alzheimer	1
insertion of csf catheter	1
insomnia	1
instrumental activities of daily living (iadl)	1
insulin dependent diabetes	1
insulin dependent diabetes mellitus	1
insulin secretagogue	1
insulin-dependent diabetes mellitus ( iddm )	1
insulin-requiring diabetes	1
insulin-treated diabetes mellitus	1
insult	1
intal	1
intellectual disability	1
intellectual impairment	1
intercurrent illness	1
interferon	1
international codes for diagnosis ( icd-9 ) codes	1
international psychogeriatric association provisional criteria	1
interstitial lung disease	1
intra cerebral haemorrhage	1
intra-vitreal injections	1
intracardiac lines	1
intracerebral haemorrhage	1
intracerebral hemorrhage	1
intracranial disease	1
intracranial neoplasm	1
intraocular metallic shards	1
intraocular pressure	1
intrathecal pumps	1
intravenous fluids	1
invasive procedure	1
investigation product	1
investigational devices	1
investigational or marketed drug	1
investigational or other unapproved drug	1
investigational product (ip)	1
investigational study	1
investigational study drug	1
investigational therapy	1
investigational treatments	1
investigational trial	1
ionizing radiation	1
ip	1
iq-code	1
isaac's set test	1
ischemic cardiac disease	1
ischemic heart disease	1
ischemic or haemorrhagic stroke	1
ischemic vascular disease	1
isoflavones	1
isoflurane	1
isolated bilirubin	1
isolated vascular dementia	1
itraconazole	1
ivig treatment	1
ixel	1
joint implants	1
judgment	1
k-mmse	1
k-mmse ( korean - mini mental state exam )	1
kale	1
karyotype dx of trisomy	1
kidney dysfunction	1
kidney failure	1
kidney function	1
kohlrabi	1
korsakoff's syndrome	1
lab abnormalities	1
lab values	1
labile hypertension	1
laboratory finding	1
laboratory test	1
laboratory test abnormalities	1
laboratory testing	1
labs	1
lack of oxygen	1
lactation	1
lactose	1
lacunae	1
lacunar stroke	1
lacune	1
lamotrigine	1
large body tattoos	1
large cortical stroke	1
large vessel infarction	1
large-artery stroke	1
laser	1
late-onset depression	1
lbd	1
lbd spectrum dlb	1
ldl cholesterol level	1
learning disorder	1
left ventricular hypertrophy	1
legal blindness	1
leukopenia	1
levels of a42, t-tau or p-tau	1
levodopa	1
lewy bodies disease	1
lewy body dementia ( lbd )	1
lewy body disease	1
lewy body variant ad	1
lewy-body dementia	1
lfts	1
lidocaine	1
life sustaining measures	1
life-threatening illness or injury	1
linear immunoglobulin a dermatosis	1
lipid lowering medication	1
lipoic acid supplementation	1
live vaccine	1
liver cirrhosis	1
liver disease/cirrhosis	1
liver disorders	1
liver dysfunction	1
liver enzymes	1
liver failure	1
liver insufficiency	1
liver or kidney malfunctions	1
liver or renal impairment	1
liver or renal insufficiency	1
liver or renal transplants	1
liver problems	1
liver serum transaminases	1
local anesthetic	1
local dermatological tumors	1
local infection	1
logical memory ii score	1
loperamide	1
lopinavir	1
loss of hearing or eyesight	1
lost	1
low attenuation	1
low bone mass density	1
low molecular weight heparins	1
low-molecular-weight heparin	1
lower extremity vaso-occlusive disease	1
lower spinal malformations	1
lp	1
luetic brain disease	1
lund-manchester criteria	1
lung, heart, metabolic, hematologic, endocrine disease	1
lung, infectious, heart or other cns disorders	1
lupus erythematosis	1
lymphopenia	1
maalox	1
mab	1
macrohemorrhage	1
macrolide-antibiotics	1
madrs	1
madrs ( montgomery and asberg depression rating scale ) score	1
magnetic metal implants	1
magnetic resonance imaging [mri]	1
major depression with psychotic features	1
major depressive syndrome	1
major organ system toxicity	1
major psychiatric illness	1
malabsorption syndromes	1
males	1
malformations	1
malformative intracranial hemorrhage	1
malignant hypertension	1
malignant hyperthermia	1
malignant neoplasms	1
malnutrition	1
manic-depressive disorder	1
mannitol	1
mao	1
mao inhibitor	1
marginally normal cognition	1
marijuana	1
marin/starkstein criteria	1
marrow dysfunction	1
mass lesion	1
mattis dementia rating scale	1
mb	1
mci ( amnestic )	1
mdma	1
mean bmi	1
mean time immobile	1
meclizine	1
medial temporal lobe atrophy	1
medial temporal lobe atrophy scale mta	1
medical and psychiatric condition	1
medical and surgical conditions	1
medical co-morbidities	1
medical comorbidities	1
medical condition ( s )	1
medical condition( s )	1
medical contraindications	1
medical devises	1
medical diseases	1
medical food	1
medical or lab evaluation	1
medical or neurological condition	1
medical or neurological conditions	1
medical or neurological illness	1
medical or psychiatric condition/status	1
medical or psychiatric disease	1
medical or psychological conditions	1
medical problems	1
medical, psychiatric and neurologic conditions	1
medical, psychiatric and neurological illnesses	1
medical, psychiatric or other condition	1
medical/neurological condition	1
medication ( s )	1
medication that lower the seizure threshold	1
medications containing aluminum hydroxide	1
medications with known relevant alpha-2c ar affinity	1
medicines	1
meds	1
medullary thyroid carcinoma	1
meglintinides	1
memantin	1
memory deficit	1
memory deficits	1
memory deterioration	1
memory difficulties	1
memory disorder	1
memory loss	1
memory loss complaint	1
memory or cognitive decline	1
memory or cognitive impairment	1
memory problem	1
meniere's disease	1
meningeoma	1
menire's disease	1
mental status testing	1
mentally competent	1
metabolic or toxic encephalopathy	1
metabolic syndrome	1
metabolic/endocrine disorders	1
metacresol	1
metal (ferromagnetic) implants	1
metal heart valve	1
metal implant	1
metal objects or fragments	1
metal plate	1
metal plates	1
metal valves	1
metal/foreign objects	1
metallic clip	1
metallic foreign body eye	1
metallic implantable devices	1
metallic object	1
metallic surgical implant	1
metastasis	1
methotrexate	1
methylphenidates	1
methylthioninium-containing drug	1
metoclopromide	1
metoprolol	1
metrifonate	1
mha-tp	1
mhis	1
mianserin	1
microcrystalline cellulose	1
mild dementia	1
mild impairment	1
mini	1
mini and hdrs score	1
mini international neuropsychiatric inventory ( mini )	1
mini mental state exam (mmse) score	1
mini mental state exam score	1
mini mental state examination ( mmse ) total score	1
mini mental state examination ( mmse )total score	1
mini mental state examination ( mmss )	1
mini mental state examination score	1
mini mental state examination scores	1
mini mental state examination total score	1
mini mental status exam ( mmse )	1
mini mental status examination (mmse) score	1
mini mental status examination score	1
mini mental test ( mmse )	1
mini mental test examination ( mmse )	1
mini-mental score	1
mini-mental state exam ( mmse )	1
mini-mental state exam ( mmse ) ( 82 ) score	1
mini-mental state exam ( mmse )106 score	1
mini-mental state examination ( mmse ) scores	1
mini-mental state examination (mmse)	1
mini-mental state examination mmse	1
mini-mental state examinations ( mmse ) score	1
mini-mental state scores	1
mini-mental status examination total score	1
minimum brief psychiatric rating scale ( bprs ) psychosis factor score	1
minimum most score	1
minocycline	1
mirtazapine	1
mis	1
mixed	1
mma	1
mmse ( mini mental state examination )	1
moderate-severe anxiety	1
modified hachinski	1
modified hachinski ischaemia scale	1
modified hachinski ischaemia scale score	1
modified hachinski ischemic scale	1
modified hachinski ischemic scale ( mhis )	1
modified hachinski scale10 score	1
modified hackinski	1
modified mini-mental state examination	1
modified rosen hachinski	1
modified version of the updrs	1
modulators	1
monoamine oxidase inhibitor	1
monoamine oxidase inhibitors	1
monoamine oxidase inhibitors ( maois )	1
monoamine oxidase inhibitors maois	1
monoamine oxidases (mao) inhibitors	1
monoclonal antibody	1
monoclonal antibody targeting beta amyloid peptide	1
monoclonal or polyclonal antibodies	1
montreal cognitive assessment	1
mood disorder with psychotic features	1
mood disturbances	1
mood stabilization drugs	1
mosaic form of down syndrome	1
motor anomaly	1
motor tics	1
motrin	1
movement disorder	1
mri abnormality	1
mri studies	1
mri-compatible pacemaker	1
mri-safe cardiac stents	1
mri/pet imaging	1
mris	1
multifocal ventricular ectopy	1
multimorbidity	1
multiple and/or severe allergies	1
multiple endocrine neoplasia syndrome type 2	1
multiple focal signs	1
multiple infarctions	1
multiple ischemic attacks	1
multiple ischemic episodes	1
multiple lacunae	1
multiple lacunar infarcts	1
multivitamins	1
muscarinic agents	1
muscle biopsy	1
musculoskeletal disorder	1
mustard greens	1
mylanta	1
narrow angle glaucoma	1
narrow-angle glaucoma	1
nasalcrom	1
national institute of aging and the alzheimer's association ( nia-aa )	1
national institute of neurological and communicative diseases and stroke/alzheimer's disease and related disorders association ( nincds-adrda ) criteria	1
national institute of neurological and communicative diseases and stroke/alzheimer's disease and related disorders association ( nincds/adrda ) criteria	1
national institute of neurological and communicative diseases and stroke/alzheimer's disease and related disorders association (nincds-adrda) criteria	1
national institute of neurological and communicative disorders and stroke ( nincds )	1
national institute of neurological and communicative disorders and stroke (nincds)	1
national institute of neurological and communicative disorders and stroke and the alzheimer's disease and related disorders association ( ninds-adrda ) criteria	1
national institute of neurological and communicative disorders and stroke and the alzheimer's disease and related disorders association criteria	1
national institute of neurological and communicative disorders and stroke- alzheimer's disease and related disorders association ( nincds-adrda )	1
national institute of neurological and communicative disorders and stroke--alzheimer's disease and related disorders association ( nincds-adrda ) criteria	1
national institute of neurological and communicative disorders and stroke/alzheimers disease and related disorders association ( nincds-adrda criteria )	1
national institute of neurological and communicative disorders and stroke/the alzheimer's disease and related disorders association criteria	1
national institute of neurological and communicative disorders and the alzheimer's disease and related disorders association ( nincds-adrda ) criteria	1
national institute of neurological disorders and stroke and the alzheimer's disease and related disorders association ( nincds/adrda ) criteria	1
national institute of neurological disorders and stroke- association internationale pour la recherche et l' enseignement en neurosciences ( ninds-airen )	1
national institute on aging-alzheimer's association ( nia-aa ) core clinical criteria	1
national institute on aging-alzheimer's association ( nia-aa ) criteria ( mckhann 2011 )	1
national institute on aging-alzheimer's association criteria	1
national institutes of aging-alzheimer's association criteria	1
natural extracts	1
neary criteria	1
nebivolol	1
neck calcifications	1
neoplasia	1
neramexane	1
nerve biopsy	1
neuroanatomic abnormality	1
neurodegenerative, locomotor and ophtalmological diseases	1
neurodevelopmental and/or psychomotor disorder	1
neurodevelopmental disorder	1
neuroimaging abnormalities	1
neuroimaging study	1
neuroinfection	1
neuroleptic malignant syndrome	1
neuroleptics, antiparkinsonian agents	1
neurologic conditions	1
neurologic diseases	1
neurologic exam	1
neurologic examination	1
neurologic or medical condition	1
neurologic or other physical illness	1
neurologic or somatic disease	1
neurologic, neurodegenerative or psychiatric disease	1
neurological	1
neurological abnormalities	1
neurological abnormality	1
neurological condition	1
neurological conditions	1
neurological deficits	1
neurological diseases	1
neurological disorder or disease	1
neurological impairment	1
neurological or medical abnormalities	1
neurological or neurodegenerative disorder	1
neurological or neuromuscular impairments	1
neurological or other medical conditions	1
neurological or other physical illness	1
neurological or psychiatric diagnosis	1
neurological or psychiatric disorders	1
neurological, hepatic, renal, metabolic, hematological, immunological, cardiovascular, pulmonary, gastrointestinal or psychiatric disorders	1
neurological, musculoskeletal, cardio-pulmonary disorder	1
neurological, psychiatric, endocrine, hepatic or infectious complaint	1
neurological/psychiatric disorder	1
